Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Imatinib	Y	Y	N		Y	2001	Y	<a href="https://go.drugbank.com/drugs/DB00619">DB00619</a>	L01EA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL941">CHEMBL941</a>	Chordomas; Chronic Eosinophilic Leukemia (CEL); Chronic Myeloid Leukemia (CML); Desmoid Tumors; FIP1L1-PDGFRa fusion kinase status unknown Chronic eosinophilic leukemia; Metastatic Gastrointestinal Stromal Tumor; Metastatic Melanoma; Myelodysplastic Syndromes (MDS); Refractory Acute Lymphoblastic Leukemia; Metastatic Dermatofibrosarcoma protuberans; Newly diagnosed Acute Lymphoblastic Leukaemia; Newly diagnosed, chronic phase Chronic myeloid leukemia; Recurrent Dermatofibrosarcoma protuberans; Refractory, accelerated phase Chronic myeloid leukemia; Refractory, blast crisis Chronic myeloid leukemia; Refractory, chronic phase Chronic myeloid leukemia; Systemic mastocytosis with associated hematological neoplasm; Unresectable Gastrointestinal stromal tumor	NTRK1; PDGFRA; RET; BRAF; ABL2; KIT; ABL1; ALK; SMAD3; SYK; CD40LG; quinone reductase 2; FIP1L1; PDGFRB; ABCB4; CYP2B6; PRKCH; IKZF1; LYN; TAOK1; PDGFB; IDH1; BCR; ABCB1; CSF1R; MAPK10; EYA2; CLK4; ABCC4; LCK; ABCG2; IRAK1; RAD52; CYP2F1; SLC19A1; ULK3; BCL2L11; NF1; PTEN; BIRC5; HCK; CYP3A5; GSTT1; NF2; RUNX1; SLCO1A2; CSF3R; SFN; HGF; KRAS; RUNDC3B; FGF2; CHST1; PIK3CG; UGT2A1; MYC; PVT1; CYP3A4; JAK2; EGFR; CTNNB1; ABCA3; XIAP; FRK; RCSD1; DDR1; SLC2A4; FLT3; ABI1; YES1	2024-02-07	
Imiquimod	Y	Y	N		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB00724">DB00724</a>	D06BB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1282">CHEMBL1282</a>	Superficial Basal Cell Carcinoma	GMNN; IFNA1; TLR7	2024-02-07	
Infigratinib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB11886">DB11886</a>	L01EN03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1852688">CHEMBL1852688</a>	Unresectable, locally advanced Cholangiocarcinomas, Unresectable, metastatic Cholangiocarcinomas	FGFR3; KIT; FGFR4; NRAS; FGFR1; FGFR2; PIK3R3; PIK3R2; PIK3R5; PIK3R4; PIK3C3; MTOR; PIK3CA; PTEN; PIK3C2B; PIK3CB; PIK3CG; PIK3CD; PIK3C2G; PIK3C2A; PIK3R1; PIK3R6	2024-02-07	
Inotuzumab Ozogamicin	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB05889">DB05889</a>	L01FB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108611">CHEMBL2108611</a>	Refractory B-cell precursor acute lymphoblastic leukemia; Relapsed B cell precursor Acute lymphoblastic leukemia	CD22; BCR; ABL1	2024-02-07	
Interferon Alfa-2b	Y	Y	N		N	1986	N	<a href="https://go.drugbank.com/drugs/DB00105">DB00105</a>	L03AB05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201558">CHEMBL1201558</a>	Hairy Cell Leukemia (HCL); Kaposi&#39;s sarcoma; Melanoma, Malignant	IFNAR2; TP53; IFNA2; TGFB1; IFNAR1; FTO; ITPA; EIF2AK2; IFNG; IFNL4; CSF2; IL6; BAX; IL18	2024-02-07	
Iobenguane I-131	N	Y	N		N	1994	N	<a href="https://go.drugbank.com/drugs/DB06704">DB06704</a>	V09IX01; V09IX02; V10XA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1615779">CHEMBL1615779</a>	Metastatic Pheochromocytoma; Metastatic Neuroblastoma; Primary Neuroblastomas; Primary Pheochromocytomas; Unresectable, locally advanced iobenguane-scan positive Paraganglioma; Unresectable, locally advanced iobenguane-scan positive Pheochromocytomas; Unresectable, metastatic iobenguane-scan positive Paraganglioma; Unresectable, metastatic iobenguane-scan positive Pheochromocytomas	TH; SLC6A2	2024-02-07	
Ipilimumab	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB06186">DB06186</a>	L01FX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1789844">CHEMBL1789844</a>	Advanced Renal Cell Carcinoma; Cutaneous Melanoma; Hepatocellular Carcinoma; Metastatic Melanoma; Unresectable Melanoma; Metastatic MSI-H/dMMR colorectal cancer	CTLA4; CD274; BRAF; MDM2; EGFR; HLA-A; ALK; NRAS; PBRM1; TP53; MSH6; MLH1	2024-02-07	
Irinotecan	N	Y	Y		Y	1996	Y	<a href="https://go.drugbank.com/drugs/DB00762">DB00762</a>	L01CE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL481">CHEMBL481</a>	Esophageal Cancers; Ewing&#39;s Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma	SEMA3C; TGFB1; PALB2; HSD17B10; TYMS; BCHE; TOP1; RGS5; ABCC5; ATM; E2F1; CES1; ISG15; UGT1A1; AREG; GSTM1; ABCC1; DCBLD1; KRAS; PIN1; MTHFR; RUNX3; AR; RAD50; MAPK10; PIK3CA; KCNQ5; CES2; UGT1A8; TOP1MT; KLC1; PLCB1; UBE2I; BRAF; DKK1; XRCC3; ABCG1; SHMT1; ABCC4; SLC19A1; GSTP1; PDZRN3; ATRX; BIRC5; RALBP1; C8orf34; ALK; TP53; MAP2K1; UGT1A10; MGMT; TGFBR2; TYMSOS; UGT1A; TDP1; FGFR3; CDKN1A; SLCO1B3; NRAS	2024-02-07	
Irinotecan Liposome	Y	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB00762">DB00762</a>	L01XX19	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL481">CHEMBL481</a>	Esophageal Cancers; Ewing&#39;s Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma	SEMA3C; TGFB1; PALB2; HSD17B10; TYMS; BCHE; TOP1; RGS5; ABCC5; ATM; E2F1; CES1; ISG15; UGT1A1; AREG; GSTM1; ABCC1; DCBLD1; KRAS; PIN1; MTHFR; RUNX3; AR; RAD50; MAPK10; PIK3CA; KCNQ5; CES2; UGT1A8; TOP1MT; KLC1; PLCB1; UBE2I; BRAF; DKK1; XRCC3; ABCG1; SHMT1; ABCC4; SLC19A1; GSTP1; PDZRN3; ATRX; BIRC5; RALBP1; C8orf34; ALK; TP53; MAP2K1; UGT1A10; MGMT; TGFBR2; TYMSOS; UGT1A; TDP1; FGFR3; CDKN1A; SLCO1B3; NRAS	2024-02-07	
Isatuximab	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14811">DB14811</a>	L01FC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545131">CHEMBL3545131</a>	Multiple Myeloma (MM)	CD38	2024-02-07	
Ivosidenib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14568">DB14568</a>	L01XX62	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989958">CHEMBL3989958</a>	Newly diagnosed, refractory or relapsed Acute Myeloid Leukemia; Relapsed or refractory Myelodysplastic Syndromes with IDH1 mutation; Locally Advanced or Metastatic Cholangiocarcinoma with IDH1 mutation	IDH2; IDH1	2024-02-07	
Ixabepilone	N	Y	N		N	2007	N	<a href="https://go.drugbank.com/drugs/DB04845">DB04845</a>	L01DC04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201752">CHEMBL1201752</a>	Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer	TUBB4B; TUBA1A; PGR; TUBB1; ESR1; TUBB3; ESR2; TUBA1B; TUBB; CYP3A4; TUBA3E; TUBB4A; TUBB6; ERBB2; TUBB2A; TUBA4A; TUBB2B; TUBB8; TUBA3C; TUB; TUBA1C	2024-02-07	
Ixazomib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09570">DB09570</a>	L01XG03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2141296">CHEMBL2141296</a>	Multiple Myeloma (MM)	PSMA7; PSMB10; PSMA2; PSMA4; PSMB11; PSMD2; PSMD1; PSMA1; PSMD14; PSMD12; PSMB8; PSMC1; TP53; PSMD13; SEM1; PSMB3; PSMB9; PSMB5; PSMD11; PSMC5; ADRM1; PSMC6; PSMA8; PSMA5; PSMC2; PSMA3; PSMB1; PSMD7; PSMD4; PSMB6; PSMD3; PSMD6; PSMB7; PSMA6; PSMC4; EML4; ALK; PSMB2; PSMD8; PSMC3; PSMB4	2024-02-07	
Lanreotide	N	Y	Y		N	2007	N	<a href="https://go.drugbank.com/drugs/DB06791">DB06791</a>	H01CB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201185">CHEMBL1201185</a>	Unresectable, locally advanced enteropancreatic neuroendocrine tumors; Unresectable, locally advanced gastroenteropancreatic neuroendocrine tumors; Unresectable, metastatic enteropancreatic neuroendocrine tumors; Unresectable, metastatic gastroenteropancreatic neuroendocrine tumors	EDN1; SSTR1; SSTR2; SSTR5	2024-02-07	
Lapatinib	Y	Y	N		N	2007	Y	<a href="https://go.drugbank.com/drugs/DB01259">DB01259</a>	L01EH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL554">CHEMBL554</a>	Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	ERBB2; PGR; EGFR; HLA-DRB1; BRAF; AURKB; ESR1; HLA-DQA1; PTEN; PIK3CA; RET; MET; ERBB4; ERBB3; CYP3A4; ABCB11; BIRC5; ESR2; CDKN1B; YES1; NF2; CCND1; NRG1; CYP3A5; KRAS; EEF2K	2024-02-07	
Larotrectinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14723">DB14723</a>	L01EX12	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3889654">CHEMBL3889654</a>	NTRK1 Fusion Positive; NTRK2 Fusion Positive; NTRK3 Fusion Positive	NTRK1; NTRK3; NTRK2	2024-02-07	
Lenalidomide	Y	Y	N		Y	2005	Y	<a href="https://go.drugbank.com/drugs/DB00480">DB00480</a>	L04AX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL848">CHEMBL848</a>	Chronic Lymphocytic Leukemia (CLL) - Refractory; Follicular Lymphoma (FL); Mantle Cell Lymphoma (MCL); Marginal Zone Lymphoma (MZL); Multiple Myeloma (MM); Myelodysplastic Syndrome; Refractory Diffuse Large B Cell Lymphoma	TP53; CTNNB1; DDB1; FGF2; KDR; RBX1; CRBN; VEGFA; CUL4A; VEGFC; VEGFB; TNFSF11; TNF	2024-02-07	
Lenvatinib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09078">DB09078</a>	L01EX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1289601">CHEMBL1289601</a>	Advanced Renal Cell Carcinoma; Locally recurrent radioactive iodine-refractory Thyroid cancer; Metastatic radioactive iodine-refractory Thyroid cancer; Progressive radioactive iodine-refractory Thyroid cancer	FGFR2; KDR; NRAS; PDGFRA; YES1; FLT1; RET; PDGFRB; BRAF; KIT; FLT4; FGFR1	2024-02-07	
Letrozole	N	Y	Y		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB01006">DB01006</a>	L02BG04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1444">CHEMBL1444</a>	Advanced Breast Cancer; Early Breast Cancer; Ovarian Epithelial Cancer; Advanced HR + HER2 - breast cancer; Metastatic HR + HER2 - breast cancer	ESR1; ESR2; CYP19A1; PTEN; RB1; SFTPA1; PGR; CTNNB1; CYP3A4; ERBB2; CYP2A6; KIT; TNFRSF11B; KMT2C; CDKN2A; PIK3CA; TNFSF11; MMP2; CYP1B1	2024-02-07	
Leuprolide	N	Y	N		N	1985	Y	<a href="https://go.drugbank.com/drugs/DB00007">DB00007</a>	L02AE51; L02AE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201199">CHEMBL1201199</a>	Advanced Prostate Cancer	GNRHR	2024-02-07	
Lisocabtagene Maraleucel	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16582">DB16582</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297236">CHEMBL4297236</a>	Grade 3b Follicular Lymphoma; High-grade B-cell Lymphoma (HGBCL); Primary mediastinal large B-cell lymphomas; Refractory Diffuse Large B Cell Lymphoma; Refractory Large B-cell Lymphoma; Relapsed Large B-cell Lymphoma; Relapsed, Diffuse Large B-cell Lymphoma	CD19	2024-02-07	
Lomustine	N	Y	Y		N	1976	N	<a href="https://go.drugbank.com/drugs/DB01206">DB01206</a>	L01AD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL514">CHEMBL514</a>	Primary Brain Tumors; Refractory Hodgkin Lymphoma; Tumors Metastatic to Brain	MGMT; IDH1; ADK; EGFR	2024-02-07	
Loncastuximab Tesirine	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16222">DB16222</a>	L01FX22	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297778">CHEMBL4297778</a>	Refractory Large B-cell Lymphoma, Relapsed Large B-cell Lymphoma	CD19	2024-02-07	
Lorlatinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12130">DB12130</a>	L01ED05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3286830">CHEMBL3286830</a>	Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer	NRAS; ALK; EML4; TP53; ROS1; HRAS; RB1; BRAF; PIK3CA; FGFR1	2024-02-07	
Lu 177-Dotatate	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB13985">DB13985</a>	V10XX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989924">CHEMBL3989924</a>	Gastroenteropancreatic Neuroendocrine Tumors	SSTR1; SSTR5; SSTR3; SSTR4; SSTR2	2024-02-07	
Lurbinectedin	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12674">DB12674</a>	L01XX69	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297516">CHEMBL4297516</a>	Metastatic Small Cell Lung Cancer		2020-09-17	
Lutetium Lu 177 Vipivotide Tetraxetan	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16778">DB16778</a>	V10XX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594406">CHEMBL4594406</a>	Metastatic Castration Resistant Prostate Cancer (CRPC)	FOLH1	2024-02-07	
Margetuximab	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14967">DB14967</a>	L01FD06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2364649">CHEMBL2364649</a>	HER2-positive Metastatic Breast Cancer	ERBB2; FCGR2B; FCGR2A; ERBB3; FCGR3A	2024-02-07	
Mechlorethamine	Y	Y	N		N	1949	N	<a href="https://go.drugbank.com/drugs/DB00888">DB00888</a>	L01AA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL427">CHEMBL427</a>	Carcinoma, Bronchogenic; Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Lymphoma, Diffuse; Mycosis Fungoides (MF); Polycythemia Vera (PV); Stage I Mycosis Fungoides; Malignant effusion	MMP2; TSHB; CXCR2; ERBB2; MT-CO1; CSF2; GSTP1; BAX; XRCC1; NOS1; GSR	2024-02-07	
Medroxyprogesterone	N	Y	Y		N	1959	Y	<a href="https://go.drugbank.com/drugs/DB00603">DB00603</a>	G03DA02; G03AC06; L02AB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL717">CHEMBL717</a>	Metastatic Renal Cell Carcinoma; Metastatic Endometrial carcinoma	ESR1; PGR; CYP3A5; CYP1B1; VDR; MMP1; BAX	2024-02-07	
Megestrol Acetate	N	Y	Y		N	1971	Y	<a href="https://go.drugbank.com/drugs/DB00351">DB00351</a>	G03DB02; G03AC05; L02AB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201139">CHEMBL1201139</a>	Advanced Breast Cancer; Advanced Endometrial Cancer	ESR1; IL15; NPSR1; IL2RA; AR; KLK3; PGR; ABCB1; NFE2L2	2024-02-07	
Melphalan	N	Y	Y		Y	1964	Y	<a href="https://go.drugbank.com/drugs/DB01042">DB01042</a>	L01AA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL852">CHEMBL852</a>	Multiple Myeloma (MM); Ovarian Epithelial Cancer; Severe Hodgkin Lymphoma	NFE2L2; SLC7A5; ABCB1; EHMT2; POLR1G; ABL1; FANCC; MGMT; AR; TP53; RORC; OPLAH; CTLA4; GSTP1; PLAT; NR1H4; ABCC1; CYP3A4; CDKN1A; CDK12; IFNG	2024-02-07	
Melphalan Flufenamide	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16627">DB16627</a>	L01AA10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303060">CHEMBL4303060</a>	Relapsed Or Refractory Multiple Myeloma	NFE2L2; SLC7A5; ABCB1; EHMT2; POLR1G; ABL1; FANCC; MGMT; AR; TP53; RORC; OPLAH; CTLA4; GSTP1; PLAT; NR1H4; ABCC1; CYP3A4; CDKN1A; CDK12; IFNG	2024-02-07	
Mercaptopurine	Y	Y	N		Y	1953	Y	<a href="https://go.drugbank.com/drugs/DB01033">DB01033</a>	L01BB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1425">CHEMBL1425</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Promyelocytic Leukemia (APL); Lymphoma, Lymphoblastic	TP53; ALDH1A1; SLC29A2; TPMT; HPRT1; CYP2C9; FOLH1; TDP1; KDM4E; BAZ2B; NUDT15; VCAM1; HBB; IMPDH1; XDH; KDM4A; HLA-DQA1; IL2RA; CYP2C19; PRPS1; HLA-DRB1; CYP1A2; PPAT; IDH1; GATA3; NT5C2; MTHFR; FTO; CYP3A4; SLC28A3; NFE2L2; SLCO1B1; GSTP1; CYP2D6; GNMT	2024-02-07	
Methotrexate	Y	Y	N		Y	1953	Y	<a href="https://go.drugbank.com/drugs/DB00563">DB00563</a>	L04AX03; L01BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL34259">CHEMBL34259</a>	Acute Lymphocytic Leukemia (ALL); Acute Promyelocytic Leukemia (APL); Breast Cancer; Cancer, Bladder; Central Nervous System Lymphoma; Choriocarcinoma; Head and Neck Carcinoma; Meningeal leukemia; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Squamous Cell Carcinoma of Lung; Advanced Alibert-Bazin syndrome; Advanced non-Hodgkin lymphoma; Nonleukemic meningeal cancer	SLC22A11; CCND1; ABCC4; PYGL; ENG; FOLR1; NFE2L2; BAX; HLA-E; DHFR; CDK9; KLRD1; SPECC1L; BIRC5; HSPB2; POLH; SLC16A7; NTRK3; C1orf167; NR1I2; ALK; GSTT1; NCOA3; FCGR3B; HGF; NOS3; EHMT2; TLR4; E2F1; GLS; GSTM1; CYP1A2; SLC46A1; S100A8; PPARG; TARDBP; NR3C1; ARID5B; CYP2C9; S100A12; SULT2A1; SLCO1A2; ADORA2A; ENOSF1; TPM3; SOD2; LINC00251; MSH3; VDR; TP53; ERCC2; COL18A1; FOXP3; CYP2C19; FPGS; GATA3; NQO1; CDH2; NOP2; CYP2D6; ATP5F1E; ALOX5; FGFR4; APEX1; MPHOSPH8; HLA-C; TNFAIP3; SLC19A1; IKZF1; ADORA2A-AS1; CYP3A4; PTPN22; ATIC; KIR2DS4; IL2; AFP; BMP7; NTRK1; TAT; GSK3B; SLCO1B1; SLC22A8; SLAMF1; POLB; NALCN; FLT3; TYMS; FOLH1; KCNA1; ICAM3; HSD17B10; ADA; POLI; IDH1; CDKN1B; IL1RN; DOK5; SLC22A9	2024-02-07	
Midostaurin	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB06595">DB06595</a>	L01EX10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL608533">CHEMBL608533</a>	Acute Myeloid Leukemia (AML); Malignant mast cell neoplasm; Systemic mastocytosis with associated hematological neoplasm	NTRK3; FGFR1; PIK3CB; KIT; PRKD1; FLT3; PRKCD; PRKCQ; IL6; PRKCG; PRKCE; PIK3CA; PRKCA; STK32B; PRKCH; PDGFRA; PRKCB; NPM1; PRKCI; IL2; HSPA4; CBL; PRKCZ; IDH2; JAK3; PRKD3; JAK2; PDGFRB; YES1; KDR; FGFR3; TNF	2024-02-07	
Mifamurtide	Y	N	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB13615">DB13615</a>	L03AX15	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2107354">CHEMBL2107354</a>	High-grade, nonmetastatic Osteosarcoma; Resectable, nonmetastatic Osteosarcoma	NOD2	2024-02-07	
Mirvetuximab Soravtansine	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB12489">DB12489</a>	L01FX26	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545132">CHEMBL3545132</a>	Platinum Resistant Primary Peritoneal Cancer, Platinum-resistant Epithelial Ovarian Cancer, Platinum drug resistant Fallopian tube cancer	TUBB2A; TUBB1; TUBB6; TUBA1B; TUBB8; TUBA1C; TUBA3C; TUBB3; TUBB; TUBA1A; TUBA4A; TUBB4B; FOLR1; TUBA3E; TUBB4A; TUBB2B	2024-02-07	
Mitomycin	N	Y	Y		N	1981	Y	<a href="https://go.drugbank.com/drugs/DB00305">DB00305</a>	L01DC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL105">CHEMBL105</a>	Adenocarcinoma of the Pancreas; Adenocarcinoma of the Stomach; Breast Cancer; Cancer, Anal; Cancer, Bladder; Cervical Cancers; Head and Neck Carcinoma; Mesothelioma; Non-Small Cell Lung Carcinoma (NSCLC); Low-grade Upper Tract Urothelial Cancer (LG-UTUC)	BGLAP; DHFR; TP53; TYMS; CYP2C9; CYP2C19; BRCA1; VWF; IL1A; CGB5; CYP7B1; CYP2D6; FANCC; ABCB1; AR; LGALS2; TAT; XDH; CYP1A2; ABCB4; CYP3A4; MAPK10; KRT18; PALB2	2024-02-07	
Mitoxantrone	N	Y	Y		N	1987	Y	<a href="https://go.drugbank.com/drugs/DB01204">DB01204</a>	L01DB07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL58">CHEMBL58</a>	Acute Lymphocytic Leukemia (ALL); Acute Myeloid Leukemia (AML); Acute Promyelocytic Leukemia (APL); Lymphoma, Hodgkins; Metastatic Breast Cancer; Non-Hodgkin&#39;s Lymphoma (NHL); Relapsed Leukemia; Relapsed Lymphomas; Hormone refractory, advanced Prostate cancer; Relapsed Hepatocellular carcinoma	CYP3A4; ABCG2; MECP2; MBNL1; GALNT14; POLH; RPSA; POLK; RACGAP1; UGT1A5; MAPK1; SLCO1B1; RECQL; BRCA1; WRN; ARSA; SMAD3; TOP2A; RGS4; BCL2; NSD2; YES1; NFKB1; RAD52; KDM4A; CBX1; EHMT2; HTT; POLI; ABCB1; PIM1; BAX; MPHOSPH8; C10orf67; TP53; DNMT1; FLT3; THPO; BLM; ATAD5; ATXN2; FEN1	2024-02-07	
Mobocertinib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16390">DB16390</a>	L01EB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650319">CHEMBL4650319</a>	Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer	EGFR	2024-02-07	
Mogamulizumab	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12498">DB12498</a>	L01FX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743041">CHEMBL1743041</a>	Refractory Mycosis Fungoides/Sezary Syndrome; Relapsed Mycosis Fungoides/Sezary Syndrome	CCR4	2024-02-07	
Mosunetuzumab	Y	N	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15434">DB15434</a>	L01FX25	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297788">CHEMBL4297788</a>	Relapsed follicular lymphoma, Refractory follicular lymphoma	CD3D; MS4A1; CD3E; CD3G	2024-02-07	
Moxetumomab Pasudotox	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12688">DB12688</a>	L01FB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743043">CHEMBL1743043</a>	Relapsed/Refractory Hairy Cell Leukemia	EEF2; CD22	2024-02-07	
