diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297625	LICOGLIFLOZIN	Small molecule	Sodium/glucose cotransporter 2 inhibitor		SLC5A2	solute carrier family 5 member 2	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04065841
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL566315	OBETICHOLIC ACID	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01265498,https://clinicaltrials.gov/ct2/show/NCT02633956
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4091374	LANIFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03008070
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3545113	PX-102	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01999101
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL393220	ATORVASTATIN CALCIUM	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04679376
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT03884075,https://clinicaltrials.gov/ct2/show/NCT05016882
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP1	caspase 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6H	phosphodiesterase 6H	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2105721	NIVOCASAN	Small molecule	Caspase-9 inhibitor		CASP9	caspase 9	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00740610
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297839	TIRZEPATIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT04166773
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4298169	TROPIFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT02855164
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE5A	phosphodiesterase 5A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2105711	TOFOGLIFLOZIN	Small molecule	Sodium/glucose cotransporter 2 inhibitor		SLC5A2	solute carrier family 5 member 2	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05327127
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL995	LOSARTAN POTASSIUM	Small molecule	Type-1 angiotensin II receptor antagonist		AGTR1	angiotensin II receptor type 1	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT03467217
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACA	acetyl-CoA carboxylase alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03248882,https://clinicaltrials.gov/ct2/show/NCT04399538
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4650349	CHIGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05193916
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE9A	phosphodiesterase 9A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1237	LISINOPRIL	Small molecule	Angiotensin-converting enzyme inhibitor		ACE	angiotensin I converting enzyme	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04550481
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL95889	BETAINE	Small molecule	Betaine-homocysteine S-methyltransferase substrate		BHMT	betaine--homocysteine S-methyltransferase	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00586911
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP5	caspase 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04944992,https://clinicaltrials.gov/ct2/show/NCT03987074
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6A	phosphodiesterase 6A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2107857	METRELEPTIN	Protein	Leptin receptor agonist		LEPR	leptin receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00596934
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297626	NIDUFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT02913105
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE1C	phosphodiesterase 1C	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL393220	ATORVASTATIN CALCIUM	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT01617772
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACB	acetyl-CoA carboxylase beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04399538,https://clinicaltrials.gov/ct2/show/NCT03248882
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297630	COTADUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04019561
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3545412	K-877	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05327127
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL595	PIOGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT01703260
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE1B	phosphodiesterase 1B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	2	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT04216693
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4	NDUFA4 mitochondrial complex associated	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL595	PIOGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00013598
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE7A	phosphodiesterase 7A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3746388	TERN-101	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04328077
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2105721	NIVOCASAN	Small molecule	Caspase-1 inhibitor		CASP1	caspase 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00740610
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL595	PIOGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00633282
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1201621	SOMATROPIN	Protein	Growth hormone receptor agonist		GHR	growth hormone receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02217345
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297613	CILOFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04971785
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05211284
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACB	acetyl-CoA carboxylase beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03776175
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2107830	EMPAGLIFLOZIN	Small molecule	Sodium/glucose cotransporter 2 inhibitor		SLC5A2	solute carrier family 5 member 2	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT03867487
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3746388	TERN-101	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT05415722
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACA	acetyl-CoA carboxylase alpha	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04971785
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE4A	phosphodiesterase 4A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3916717	SELONSERTIB	Small molecule	Mitogen-activated protein kinase kinase kinase 5 inhibitor		MAP3K5	mitogen-activated protein kinase kinase kinase 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02466516
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE3B	phosphodiesterase 3B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1164729	FEBUXOSTAT	Small molecule	Xanthine dehydrogenase inhibitor		XDH	xanthine dehydrogenase	2	Not yet recruiting	https://clinicaltrials.gov/ct2/show/NCT04772352
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297630	COTADUTIDE	Protein	Glucagon receptor agonist		GCGR	glucagon receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04019561
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL95889	BETAINE	Small molecule	Betaine-homocysteine S-methyltransferase substrate		BHMT2	betaine--homocysteine S-methyltransferase 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00586911
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2110731	TOFOGLIFLOZIN	Small molecule	Sodium/glucose cotransporter 2 inhibitor		SLC5A2	solute carrier family 5 member 2	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05327127
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4091374	LANIFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARD	peroxisome proliferator activated receptor delta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03008070
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3545412	K-877	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03350165
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2110727	CENICRIVIROC	Small molecule	C-C chemokine receptor type 2 antagonist		CCR2	C-C motif chemokine receptor 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03517540
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2109343	LERONLIMAB	Antibody	C-C chemokine receptor type 5 antagonist		CCR5	C-C motif chemokine receptor 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04521114
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4298055	ALDAFERMIN	Protein	FGF1/KLB activator		KLB	klotho beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03912532,https://clinicaltrials.gov/ct2/show/NCT02443116
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP9	caspase 9	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE1A	phosphodiesterase 1A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL414357	EXENATIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00650546
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1201631	INSULIN	Protein	Insulin receptor agonist		INSR	insulin receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02653300
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP7	caspase 7	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL393220	ATORVASTATIN CALCIUM	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02633956
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1487	ATORVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02633956
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACA	acetyl-CoA carboxylase alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03987074,https://clinicaltrials.gov/ct2/show/NCT02781584,https://clinicaltrials.gov/ct2/show/NCT03449446,https://clinicaltrials.gov/ct2/show/NCT02856555
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE8B	phosphodiesterase 8B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03061721
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE4D	phosphodiesterase 4D	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE3A	phosphodiesterase 3A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3707395	ELAFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01694849
