,MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
72430,,,,,0.0,,,,,,,,,,,0.0,,CID3245285,CCS(=O)(=O)N1CCC(C(=O)N2CCC3(CC2)OCCO3)CC1
72431,,,0.0,,,,,0.0,0.0,0.0,,,,,,,0.0,CID646405,N=c1c(S(=O)(=O)c2ccccc2)cc2c(=O)n3ccccc3nc2n1CC1CCCO1
72432,,,,,,,,,,0.0,,,,,,,,CID2965059,CC(=O)Nc1ccc(S(=O)(=O)NC2(C(F)(F)F)C(=O)Nc3c2c(=O)n(C)c(=O)n3C)cc1
72433,,,,,,0.0,,,,0.0,0.0,,,,,,,CID646404,CCC(c1nnnn1CCc1ccccc1)N1CCN(c2ccc(OC)cc2)CC1
72434,,,,,,,,,,,,,,0.0,,,,CID931880,Cc1cc(O)ccc1N/C=C1\CCCC1=O
72435,,,,,,,,,,,,,,0.0,,,,CID997200,COc1ccc(/C=N/n2c(C)nc3sc(C)c(C)c3c2=O)cc1OC
72436,,,,,,,,,,,,0.0,,,,,,CID2451992,Cc1cc(C)n2nc(C(=O)NCCc3ccccc3)nc2n1
72437,,,,,,,,,,,,,,,0.0,,,CID2966063,O=C(Nc1cc([N+](=O)[O-])ccc1N1CCCC1)c1ccccc1
72438,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,CID1011052,COc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3ccc(C)cc3)cc2)nc(OC)n1
72439,,,,0.0,,,,,,,0.0,,0.0,,,,0.0,CID646401,Cc1cc(C)nc(NC(=O)Cc2cccs2)n1
72440,0.0,,,,,0.0,,0.0,,,,,0.0,0.0,,,,CID768423,COc1ccc(-c2nc(C3CCCCC3)no2)cc1OC
72441,,,,,,,,,,,,0.0,,,,,,CID768424,O=C(Cc1ccccc1)N/N=C/c1ccc([N+](=O)[O-])s1
72442,,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,CID663885,Cc1ccc(OC(=O)NC2CCS(=O)(=O)C2)cc1C
72443,0.0,,,0.0,,,,,,,,,,0.0,,,,CID646403,COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1OC
72444,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,CID663887,Clc1ccc(N2CCN(c3ncnc4c3oc3ccccc34)CC2)cc1
72445,0.0,,,,,,,,0.0,,,,,,,,,CID3236503,CCOC(=O)N1CCN(S(=O)(=O)c2cc(Br)cnc2N)CC1
72446,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,CID2306385,COc1cc(C(=O)Nc2ccncc2)cc(OC)c1OC
72447,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,,,,,CID3236501,COC(=O)c1cc2ccsc2n1Cc1nc(-c2ccc(OC)cc2)oc1C
72448,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,CID3236500,COc1ccc(OC)c(-c2cc(C(=O)NCCCn3ccnc3)no2)c1
72449,,,,,,,,,,,,,,,,0.0,,CID3236507,CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)NCCCN2CCOCC2)c1
72450,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,CID3236506,COc1ccc(-n2c(=O)[nH]cc(C(=O)N3CCCc4ccccc43)c2=O)cc1
72451,,,,0.0,,,,0.0,,,,,,,,,,CID3236505,CCOC(=O)c1s/c(=N/C(=O)c2cccc(OC)c2)n(C)c1C
72452,0.0,,,,,,,,,,,,0.0,,,,,CID3236504,CCOC(=O)N1CCC(NC(=O)c2ccc3c(c2)sc2nc(-c4ccccc4)cn23)CC1
72453,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,CID1712641,CCCCOC(=O)c1cccc(NC(=O)CCC(=O)O)c1
72454,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,CID3236508,CC(C)(C)n1ncc2c(=O)n(Cc3c(F)cccc3Cl)cnc21
72455,,,,,,,,,0.0,,0.0,0.0,,,,,,CID1001022,Cc1cc(C)n(C(=O)c2ccc(Cn3nc(C)c(Br)c3C)o2)n1
72456,,,,,,,,,,,,,,0.0,,,,CID1548693,CCOC(=O)c1cc2c(N)c(C(=O)c3ccc(Br)cc3)sc2[nH]c1=O
72457,,,,,,,,,,,,,,0.0,0.0,,,CID1548692,COc1ccc(-c2cc(C3CC3)nc(SCC(=O)c3cccs3)c2C#N)cc1
72458,,,,,,,,,,,,,,0.0,,,,CID9550203,N/C(=N\OC(=O)c1ccco1)c1cccc(Br)c1
72459,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,CID670139,COc1ccccc1N1CCN(C(=O)Cc2cccs2)CC1
72460,,,,,,,,,,,,0.0,,,,,,CID9550201,COc1ccc(/C=C/C(=O)NCC(=O)N/N=C/c2cc(Br)ccc2OC)cc1
72461,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,CID1086723,O=C(Cn1c(S(=O)(=O)Cc2ccccc2)nc2ccccc21)N1CCCCC1
72462,,,,,,0.0,,,,,,,,,,,,CID2896205,C=CCSc1nnc2c(n1)OC(c1c(C)[nH]n(-c3ccccc3)c1=O)Nc1ccccc1-2
72463,,,,,,,,,,,,0.0,,,,,,CID9550204,CC(C)C(NC(=O)C1CCC(C(C)(C)C)CC1)C(=O)NCc1cccnc1
72464,,,,,,,,,,,,,,0.0,,,,CID1301536,COc1ccc(/C=C/C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1
72465,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,CID605552,Cc1nc(NC(CC(C)C)C(=O)O)c2nc(C)oc2n1
72466,,,0.0,,,,,,,0.0,,0.0,0.0,,0.0,,,CID5391089,Cc1cc(=O)oc2c(CN(C)Cc3ccccc3)c(O)ccc12
72467,,,,,,,,,0.0,,0.0,,,,,,,CID2901556,CCCNC(=O)c1ccccc1NC(=O)Nc1ccccc1C
72468,,,,,,,,,,,,,,,0.0,,,CID1510434,Cc1c(Br)c([N+](=O)[O-])nn1CC(=O)Nc1ccc(CC#N)cc1
72469,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,CID22860,Nc1ccc(OCc2ccccc2)cc1
72470,,,,,0.0,0.0,,,,,,,,,,,,CID2924584,CCCCS(=O)CC(COCc1ccccc1)OC(=O)CSc1nc(C)cc(C)n1
72471,,,,,,,,,,,,,,,0.0,,,CID2855056,COC(=O)C1=C(C)N(C)C(=O)NC1c1cc2c(cc1[N+](=O)[O-])OCO2
72472,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,,CID2973158,CC12CCC(=O)N1c1ccccc1C(=O)N2c1ccccc1
72473,,,,,,,,,,,0.0,,,,,,,CID2766776,CN(C)C(=O)On1c(-c2ccccc2)nc2ccc(Cl)cc21
72474,,,,,,,,,,,,,,0.0,,,,CID2117859,O=C(Nc1nccs1)c1cncc(Br)c1
72475,,,,,,,,,,,,,,0.0,,,,CID971862,COc1ccc(Cl)cc1NC(=S)NCc1cccnc1
72476,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,CID660246,COC(=O)CCC(=O)c1oc2ccc(Br)cc2c1N
72477,,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,,,,CID118982,O=C1CCCCCN1Sc1ccccc1
72478,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,CID800434,O=C(CNC(=O)C1CCCCC1)NC1=NCCS1
72479,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,CID2998077,CC(C(=O)N(C1CC1)C1(C(=O)Nc2ccccc2)CCCC1)N1C(=O)c2ccccc2C1=O
72480,,,,,,,,0.0,,,,,,,,,,CID2998076,COc1ccc(C2(C)NC(=O)N(CC(=O)Nc3cc(C)on3)C2=O)cc1OC
72481,0.0,,,,,,,,,,,,0.0,,,,,CID2998074,CC(OC(=O)CCCN1C(=O)c2ccccc2C1=O)C(=O)Nc1ncc(Cl)cc1Cl
72482,,,,,,,,,,,,,0.0,,,,,CID2998073,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C(=O)OC1CCOC1=O
72483,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,CID2998072,Cc1ccc(-n2nnnc2SC(C)C(N)=O)c(C)c1
72484,0.0,,,,,,0.0,,,,,,,,0.0,,0.0,CID2998071,CC(C)C1OC(NC(=O)Nc2ccc(Cl)c(Cl)c2)=NC1=O
72485,,,,,,,0.0,0.0,,,,,,,,,,CID2998070,COc1cc(C(=O)OCC(=O)c2c[nH]c3ccccc23)ccc1OCC(=O)N1CCOCC1
72486,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,CID1221347,CCSc1nnc(NC(=O)c2c(-c3ccccc3Cl)noc2C)s1
72487,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,CID2570052,CCCn1c(=O)c2ccccc2n2c(SCC(=O)Nc3cc(C)on3)nnc12
72488,,,,,,,,,,,,,,,0.0,,,CID3502230,CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1nc2c(C)cccc2s1
72489,,,,,,,,,,0.0,0.0,,,,,,,CID788761,COc1ccc(NC(=O)CSc2ccc(C)cc2)cc1
72490,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,CID2998079,COc1cccc(Nc2nnc(SCC(=O)N3CC(C)OC(C)C3)s2)c1
72491,,,,0.0,,,,,,,,,,,,,,CID2998078,CN1CCCC(OC(=O)c2cc(Cl)ccc2Cl)C1
72492,,,,,,,,,,,,,,,0.0,,,CID2791564,Cc1cc([N+](=O)[O-])ccc1NC(=O)c1cncc(Br)c1
72493,,,,,,,,,,,0.0,0.0,,,,,,CID2257388,Cc1cc(Nc2ccccc2)nn1C(=O)c1ccc(Br)cc1
72494,,,,,,,,,,,,,,0.0,,,,CID2229196,Nc1nnc(SCC(=O)Nc2ccc(Cl)c(C(=O)O)c2)s1
72495,,,,,,0.0,,,,0.0,,,,,,,,CID2229193,CC(C)OCCCNC(=O)c1ccccc1Oc1ccccc1
72496,,,,,,0.0,,,0.0,,,,,0.0,,,,CID2023284,C=CCn1c(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs/c1=N\c1ccccc1
72497,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,CID941856,Cc1cccc(NC(=O)Cn2c(=O)n(C)c3ccccc32)c1
72498,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,CID1328530,CCOC(=O)C1CCN(C(=O)COc2cc(C)c(Br)c(C)c2)CC1
72499,,,,,,,,,,,,,,0.0,,,,CID759461,Cc1nc2cc(Cl)c([N+](=O)[O-])cc2s1
72500,,,,,0.0,,0.0,,,,,,0.0,,,,,CID2630094,Cc1ccc(NC(=O)NC(=O)CSc2nnnn2C)c(C)c1
72501,,,,,,,,,,,,,,0.0,,,,CID2105088,COC(=O)c1ccc(NC(=O)COC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)cc1
72502,,,,,,,,,,,0.0,,,,,,,CID1311120,COc1cc(S(=O)(=O)N2CCCCC2)ccc1NC(=O)Cc1ccccc1
72503,,0.0,,,,,,,0.0,,,,,,,,,CID660249,CCOC(=O)CCc1c(C)c(C#N)c2[nH]c3ccccc3n2c1=O
72504,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,CID2521776,O=C(CCc1c[nH]c2ccccc12)NCc1ccc2c(c1)OCO2
72505,,0.0,0.0,,,,0.0,0.0,,,0.0,,,,,,0.0,CID668608,CCOC(=O)c1c(C)[nH]c(C)c1-c1ccccc1OC
72506,,,,,,,,,,0.0,,,,,,,,CID3206165,Cc1ccc(CN(C(=O)Cn2nnc3ccccc32)C(C(=O)NCc2ccco2)c2ccc(C)o2)cc1
72507,,,,,,0.0,,,,,,,,,,,,CID765951,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1ccco1
72508,,,,,,,,,,,,0.0,,0.0,,,,CID3221063,CC(C)n1cc(C(=O)N(CC(=O)NC(C)(C)C)Cc2ccccc2)cn1
72509,,,,,,,,,,,,,,0.0,0.0,,,CID2576069,CC(=O)c1ccc(-c2ccc(C(=O)N3CCCc4ccccc43)o2)cc1
72510,,,,,,,,0.0,,,,,,,,,,CID2553426,COCc1c(C(=O)OCc2nc(N)nc(Nc3ccccc3C)n2)oc2ccccc12
72511,,,,,,,,,,,,,,,0.0,,,CID12004930,COc1ccc(Cl)cc1NC(=S)N(CCCN1CCOCC1)Cc1cn(C)c2ccccc12
72512,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,CID662455,Nc1c(N2CCCCC2)c(=O)[nH]c(=O)n1-c1ccccc1
72513,,,,,,,,,0.0,,,,,,,,0.0,CID753142,Cc1ccc2cccc(NC(=O)C(F)(F)F)c2n1
72514,,,,,,,,,,,0.0,,,,,,,CID4885397,CN(CCOc1ccccc1)c1ccc(S(=O)(=O)N2CCCCC2)cn1
72515,,,,,,,,,,,,,,0.0,0.0,,,CID4168394,O=C1c2cccc(OCC(=O)N3N=C(c4cccs4)CC3c3ccc(F)cc3)c2CCN1Cc1cccnc1
72516,,0.0,,,0.0,,,0.0,,,,,,,,,,CID3238336,Cc1ccc(-n2nnc3c(SCC(=O)NCc4ccco4)ncnc32)cc1
72517,,,,,,,,,0.0,,,,,,0.0,,,CID1448428,Cc1nn(CC(=O)NCc2cccc3ccccc23)c(=O)c2ccccc12
72518,,,,,,,,,,,,,,,0.0,,,CID2002453,Cn1cccc1/C=C1\SC(=O)N(c2ccc(O)cc2)C1=O
72519,,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,,,CID866420,Cc1cccc(-n2ncc3c(NC4CCCCC4)ncnc32)c1
72520,0.0,,,,,,,,0.0,,,,,,,,,CID3238332,NC(=O)CN1CCCN(S(=O)(=O)c2ccc(Br)cc2)CC1
72521,,0.0,,,,,,0.0,,,,0.0,,,,,,CID3238333,O=C(NCc1ccc(F)cc1)C1CCC(=O)N1C1CCCCC1
72522,0.0,,,0.0,,,,,0.0,0.0,,,,,,,0.0,CID3238331,CCOc1ccc(NC(=O)c2oc3ccccc3c2NC(=O)C2CC2)cc1
72523,0.0,,,,0.0,,,,,,,,,,,,0.0,CID1297913,COc1ccc(NC(=O)Nc2ncn(Cc3cccc(C(F)(F)F)c3)n2)cc1OC
72524,,,,0.0,,,,,,0.0,,0.0,,,,,,CID2847695,CC(Cc1ccccc1)N/C=C1/CC(=O)NC1=O
72525,,,,,,0.0,,,,,,,,,,,,CID2889110,O=C1c2ccccc2C(=O)c2c1cccc2N1CCN(CCO)CC1
72526,,,,,,,,,,,,0.0,,,,,,CID2767421,CCOC(=O)CSc1cc(CSc2ccccc2)nc(-c2ccccc2)n1
72527,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,CID701100,COC(=O)c1ccc(CSc2nnc(C)s2)cc1
72528,,0.0,0.0,,,,,,,,,,,,,,0.0,CID1440965,COc1cccc(Nc2ncccc2C(=O)NCc2ccccc2)c1
72529,,0.0,0.0,,,,,,,,,,0.0,,,,,CID4344057,CCC(C)NC(=O)c1cnc2n(c1=O)CCS2
72530,,0.0,0.0,0.0,,,,,,,,,,,,,,CID977019,O=C(c1cnsn1)N1CCN(c2ccccn2)CC1
72531,,,,,,,,,,,,,,0.0,,,,CID2954147,Cc1ccc(C)c(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)c1
72532,,,,0.0,,,,,,,,,,,,,,CID977017,NC(=O)c1nc(N2CCOCC2)nc(N2CCOCC2)n1
72533,,,,0.0,,,,,0.0,,,,,,,,,CID1266484,CCOC(=O)c1cnc2nc(NCc3ccc(OC)c(OC)c3)[nH]n2c1=O
72534,,,,,,,,,,,,0.0,,,,,,CID977015,FC(F)(F)c1cccc(NC(=S)Nc2cccc(Cl)c2)c1
72535,,,0.0,,,,,0.0,,,,,,,,,0.0,CID648847,CCN1C(=O)C2C(c3cccc(F)c3)NC(CC)(C(=O)OC)C2C1=O
72536,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,CID648846,COc1ccc(CN(Cc2ccccn2)S(=O)(=O)c2ccc(-n3cnnn3)cc2)cc1
72537,,,,,,,,0.0,,,0.0,,,,0.0,,,CID648845,O=C1OC2(c3ccccc3)C3CCCC2C13
72538,,,0.0,,,,,,,,,,,0.0,,,,CID648843,COCCN(C(=O)CNC(=O)c1ccco1)C(C(=O)NC1CCCCC1)c1cccc(OC)c1
72539,,,,,,,,0.0,0.0,,,,0.0,,,,,CID648842,CCOc1cc(NC(=O)C2CC2)c(OCC)cc1NC(=O)c1cccnc1
72540,,0.0,,,,,,0.0,,,,0.0,,,,,,CID648841,NC(=O)CSc1nnc(-c2ccoc2)o1
72541,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,CID648840,O=C(NCc1ccc(N2CCCC2=O)cc1)c1cn(Cc2ccccc2)nn1
72542,,,,,0.0,,,,,,0.0,,,,,0.0,,CID650705,Cc1ccc(S(=O)(=O)NC2=NCN(C3CCN(Cc4ccccc4)CC3)CN2)cc1
72543,,,,,0.0,,,,0.0,,,,0.0,,,,,CID650704,CCOC(=O)c1cccc(S(=O)(=O)N(CCO)Cc2cc3cc(OC)ccc3[nH]c2=O)c1
72544,,0.0,,,,,0.0,,,,,,,,,,0.0,CID650707,Clc1cccc(-c2nc(-c3ccccn3)no2)c1
72545,,,,,,,,,,,,,,,0.0,,,CID2549186,CCCCN(C(=O)CN1CCOCC1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
72546,,,,,,0.0,0.0,,,,0.0,,,,,,,CID650701,Cc1ccc(N2CC(C(=O)OCC(=O)C(C)(C)C)CC2=O)cc1
72547,,,,,0.0,0.0,0.0,,,,,,,,,,,CID650700,O=C(CS(=O)CC(=O)N(CC(=O)NC1CCCC1)C1CCCCC1)Nc1ccc(F)cc1
72548,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,CID650703,Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C
72549,0.0,,,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,CID650702,O=C(Nc1ccccc1)N1CCCC(c2nc(-c3cccs3)no2)C1
72550,,,,,,,,,,,,0.0,,,,,,CID3395163,CSCCC(NC(=O)COc1ccccc1)C(=O)OCC(=O)c1cc2ccccc2o1
72551,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,CID658578,Cn1c(N)c(S(=O)(=O)c2ccc(Br)cc2)c2nc3ccccc3nc21
72552,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,CID658579,CNc1nc(C)c(C#N)cc1C(C)=O
72553,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,0.0,CID658576,CCCCc1nc(NCCNC(=O)c2ccco2)c(C#N)c2c1CSC(C)(C)C2
72554,0.0,0.0,,,,,,,,,,,,,,,,CID658577,Cn1ncc2[nH]cnc(=O)c21
72555,,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,CID658574,COc1ccc(N2C(=O)CN=C2Nc2nc(C)cc(C)n2)cc1
72556,,0.0,0.0,,,,,,,,,,,,,,0.0,CID658575,Cn1c(=O)c2c(nc(N3CCOCC3)n2CC(=O)c2ccccc2)n(C)c1=O
72557,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,CID658573,COC(=O)CSc1nc(-c2ccccc2)cc(-c2ccco2)c1C#N
72558,,,,0.0,,,,,0.0,,,,,,,,0.0,CID658570,CCOC(=O)C(NCc1ccccc1OC)(NC(C)=O)C(F)(F)F
72559,,,,,,0.0,,,,,,,,,0.0,,,CID1214455,Cc1ccc(-n2cnc(=O)c3cccnc32)cc1
72560,,,,0.0,,,,,,,,,,,,,,CID870761,CCN(Cc1ccccc1)Cc1c(F)cccc1F
72561,,,,0.0,,,,,,0.0,,,,,,,,CID870760,CN(Cc1ccccc1)Cc1c(F)cccc1F
72562,,,,,,0.0,,,,,,,,,,,,CID1366304,COc1cccc(/C=N/NC(=O)CSc2nnc(C)n2-c2ccccc2)c1OC
72563,,,,,,,,,,,0.0,0.0,,,,,,CID1042823,Cc1ccc(OCC(=O)Nc2oc(-c3ccccc3)c(-c3ccccc3)c2C#N)cc1
72564,0.0,,,,,,,,,0.0,,,,,,,0.0,CID645749,COc1ccccc1C(c1nnnn1C(C)(C)C)N1CCN(C(=O)c2ccco2)CC1
72565,,,,,,,,,0.0,,,,,,,,0.0,CID645748,CC(C)COC(=O)N(C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
72566,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,CID871491,CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccccn2)ccc1C
72567,,,,,,,0.0,,,,,,,,,,0.0,CID645743,CCOC(=O)c1cc2sc(C)cc2n1CC(=O)NCc1ccc(F)cc1
72568,0.0,0.0,,,,,,,,,,0.0,,,,,,CID645742,Cc1cc(C)nc(N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)n1
72569,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,CID645741,c1ccc(-c2nnc(-c3ccco3)n2-c2ccccc2)cc1
72570,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,CID645740,Cc1ccc(Cn2cccc(NC(=O)c3ccco3)c2=O)cc1
72571,,,,,,,,,,,0.0,,,,,,,CID645747,OC1(c2cccc(F)c2)CCN(Cc2ccncc2)CC1
72572,,,0.0,0.0,,,0.0,,,,,,,,,,,CID645745,COc1ccc(N2C(=O)CC(NC3CC3)C2=O)cc1
72573,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,CID645744,COc1ccc(Cl)cc1NC(=O)CN(C(=O)c1ccco1)C1CCCCC1
72574,,,,,,,,,,,,,,0.0,,,,CID3344532,COc1ccc(-n2nc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c3ccccc3c2=O)c(OC)c1
72575,,,,,,,,,,,,,,,0.0,,,CID3354187,CN(C)S(=O)(=O)c1cccc(NC(=S)NC(=O)C2CCCCC2)c1
72576,,,,,,,,,,0.0,,,,,,,,CID627101,CCN1CCc2c(C#N)c(N3CCOCC3)nc(N3CCOCC3)c2C1
72577,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,CID2195709,OCCNc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
72578,,,,,0.0,,,,,,,,0.0,,,,,CID2195706,CCOC(=O)CSc1nc(N)c(C#N)c(-c2cccs2)c1C#N
72579,,,,,,,,,,,,,,,0.0,,,CID919386,Cc1ccc2[nH]c3c(=O)n(CCc4cnc[nH]4)cnc3c2c1
72580,,,,,,0.0,,,,,,,,,,,,CID877265,COc1ccc(C(=O)Oc2cccc3c(OC)ccc(C=O)c23)cc1
72581,,,,,,,,,,0.0,,,,,,,,CID666514,CCCS(=O)(=O)Nc1c(C(=O)O)[nH]c2ccccc12
72582,,,,,,,,,,,,,,,0.0,,,CID901926,Cc1ccc(Nc2ncccc2C(N)=O)cc1[N+](=O)[O-]
72583,,,,,,,,,,,,,,0.0,,,0.0,CID2549728,O=C(CCN1C(=O)c2ccccc2C1=O)OCn1nnc2ccccc2c1=O
72584,,,,,,,,,,,,,,0.0,,,,CID901922,NC(=O)c1cccnc1Nc1ccccc1F
72585,,,,,,,,,,,,,,,0.0,,,CID901923,O=c1ncn(-c2ccccc2F)c2ncccc12
72586,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,,,CID5007390,CC(CN1CCNCC1)(NS(=O)(=O)c1ccccc1)c1ccccc1
72587,,,,,,,,,,0.0,0.0,,0.0,,,,0.0,CID2549726,OCCSc1nc(-c2cccnc2)nc2ccccc12
72588,,0.0,,,,,,0.0,,,0.0,,,,,,,CID3672271,C=CCOC(=O)CC(NC(=O)c1ccccc1)c1ccccc1
72589,,0.0,,0.0,,,,,,,,,,,,,,CID5308069,Cn1c(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc2c(=O)n(C)c3ccccc3c21
72590,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,CID658399,O=C(CN1CCOCC1)OCCCC1CCCCC1
72591,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,0.0,,CID2193708,CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)c1=O
72592,,0.0,,,,,,,,,,,,,,,,CID658392,CCOC(=O)Nc1ccc2c(c1)N(C(=O)OC)c1ccccc1CC2
72593,,,,,,,,0.0,,,,,0.0,,,,,CID5308061,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCC(C(=O)OCC)C3)ccc21
72594,0.0,,,,,,0.0,,,,,,,,,,,CID5308062,Cn1nc(-c2ccc(Cl)cc2)c2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)sc21
72595,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,CID658391,Brc1ccc2c(c1)C=Nc1c(ncnc1N1CCOCC1)O2
72596,,,,0.0,0.0,,,0.0,,,,,,,,0.0,,CID874518,Cc1occc1C(=O)Nc1nccs1
72597,0.0,0.0,,,,,,,,,,,,,,,,CID5308065,Cn1c(C(=O)N2CCN(C3CCCCC3)CC2)cc2c(=O)n(C)c3ccccc3c21
72598,0.0,,,,,,,,,,,,,,,0.0,,CID5308066,Fc1ccc(Br)cc1C1C=C(c2cccnc2)N=C2N=CNN21
72599,,,,,,,,,,,,,0.0,,,,,CID658395,CCn1cc(C(=O)NCc2ccco2)c(=O)c2cc(F)c(N3CCN(C(=O)c4ccco4)CC3)cc21
72600,,,,,,,,,0.0,,0.0,,,,,,,CID1246780,Cc1ccc2c(c1)CCCN2C(=O)c1ccco1
72601,,0.0,,,,,,,,,,,0.0,,,0.0,,CID1084370,NC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1
72602,,,,,,,,,0.0,,,0.0,,,,,,CID768854,COc1ccc(OC)c(S(=O)(=O)Nc2cccc(F)c2)c1
72603,,,0.0,,,,,,,,,0.0,,0.0,,,,CID768857,COc1ccc(OC)c(S(=O)(=O)Nc2ccccc2F)c1
72604,,,,0.0,,,0.0,,,,,,,,,0.0,,CID5310256,NC(=O)c1oc2ccccc2c1NC(=O)C1CCCCC1
72605,,,,,,,,,,,,0.0,0.0,,,,,CID5310257,CC(=O)Nc1nc2cc3c(cc2s1)OCO3
72606,,,,0.0,,,,,,,,,,,,,0.0,CID5310254,O=C(CCS(=O)(=O)c1ccccc1)Nc1nc2c(s1)CCCC2
72607,,,,,,,,,,,,,0.0,,,,,CID5310252,COC(=O)c1ccsc1NC(=O)c1ccc2c(c1)OCCO2
72608,,,,,,,,,,,,0.0,,,,,,CID2233210,Cc1ccccc1NS(=O)(=O)c1cc(C(=O)Nc2ccccc2-c2ccccc2)ccc1Cl
72609,,,,,,,,0.0,,,,,,0.0,,,,CID5310250,CCc1ccc(-c2nc(C(N)=O)c3[nH]c(=O)n(-c4ccccc4OC)c3n2)cc1
72610,,,,,,,,,0.0,,,,,,,,,CID2233212,O=C(c1ccc([N+](=O)[O-])cc1)N(Cc1ccc(Br)cc1)N1C(=O)CCCC1=O
72611,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,CID895337,c1ccc(SCc2nc(-c3cccnc3)no2)cc1
72612,,0.0,0.0,,,,0.0,,,,,,,,,,,CID659622,Nc1nnc(CSCc2ccc(F)cc2)s1
72613,,,,0.0,,,,0.0,,,0.0,,,,0.0,0.0,,CID659625,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1CCSCC1)CC3
